ActivityNumber,District,Neighborhood,OccurenceStartDate,OccurenceEndDate,ReportDate,OccurenceLocation,OccurenceCity,OccurenceZipCode,X_Coord,Y_Coord,PrimaryViolation,Injury
2008-0052457,Rancho Cordova,South White Rock,9/30/2008 21:12,9/30/2008 21:13,10/1/2008 00:27,10400 Block of El Mercado Dr,Rancho Cordova,95670,6761694.5824,1971672.516,PC 653M HARASSMENT BY TELEPHONE,
2008-0052458,North Central,Arcade Square,10/1/2008 00:30,10/1/2008 00:30,10/1/2008 00:40,3400 Block of Hidden Oak Ct,Sacramento,95821,6733766.0673,1991062.1668,PC 459 Burglary,
2008-0052454,Rancho Cordova,Rosemont Downs,9/30/2008 23:58,10/1/2008 01:13,10/1/2008 01:13,9100 Block of Kiefer Blvd,Sacramento,95826,6744259.5766,1961627.8042,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0052460,North Central,Arcade Village,10/1/2008 01:05,10/1/2008 02:03,10/1/2008 02:03,3400 Block of Watt Ave,Sacramento,95821,6738040.4355,1991265.6681,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0052461,East,EGPD,10/1/2008 01:30,10/1/2008 02:29,10/1/2008 02:29,Four Seasons Dr & Scots Pine Ct,Elk Grove,95624,6742109.50015,1923424.87495,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0052464,North Central,Bellview,9/30/2008 14:00,9/30/2008 16:00,10/1/2008 02:36,2600 Block of Howe Ave,Sacramento,95821,6728554.0597,1985576.4289,PC 211 Robbery,
2008-0052462,North Central,Howe/Edison,10/1/2008 02:16,10/1/2008 02:16,10/1/2008 02:50,3000 Block of Auburn Blvd,Sacramento,95821,6735132.2187,1992873.4813,PC 459 Burglary,
2008-0052465,North,Mercy San Juan,10/1/2008 02:58,10/1/2008 03:01,10/1/2008 03:01,5800 Block of Madison Ave,Sacramento,95841,6753268.4351,2003325.3653,PC 459 Burglary,
2008-0052466,North Central,Del Paso Manor,10/1/2008 00:30,10/1/2008 02:45,10/1/2008 03:23,4000 Block of Marconi Ave,Sacramento,95821,6741450.12444,1987379.22715,PC 459 Burglary,
2008-0052490,Northwest,North Highlands,10/1/2008 08:22,10/1/2008 10:05,10/1/2008 08:22,Walerga Rd & Longdale Dr,North Highlands,95660,6743309.50015,2009775.75017,PC 3056 Violation Parole,
