ActivityNumber,District,Neighborhood,OccurenceStartDate,OccurenceEndDate,ReportDate,OccurenceLocation,OccurenceCity,OccurenceZipCode,X_Coord,Y_Coord,PrimaryViolation,Injury
2008-0027061,North,Central Orangevale,5/16/2008 18:00,5/17/2008 08:00,5/17/2008 14:20,9100 Block of Serenity Ln,Orangevale,95662,6786530.4053,2016088.0134,PC 459 Burglary,
2008-0027062,Central,past Florin Partnership,5/17/2008 14:00,5/17/2008 14:05,5/17/2008 14:40,Florin Rd & Bowling Dr,Sacramento,95823,6717513.00016,1942936.24982,PC 594(B)(1) Vandalism ($400 Or More),
2008-0027063,Central,Tamarindo,5/17/2008 10:00,5/17/2008 10:30,5/17/2008 15:00,8800 Block of Billfish Way,Sacramento,95829,6741362.63342,1935564.61792,PC 459 Burglary,
2008-0027072,North,Carmichael Creek,3/1/2008 00:00,5/17/2008 15:25,5/17/2008 15:25,6100 Block of Barker Elms Ct,Carmichael,95608,0,0,PC 288.2(A) Send/Exhibit/Etc Harmful Matter To Minor:Intent:Seduce,
2008-0027066,North,Central Orangevale,5/17/2008 16:10,5/17/2008 16:10,5/17/2008 16:10,8700 Block of Greenback Ln,Orangevale,95662,6780401.5068,2010104.1797,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0027080,Central,Parkway Estates East,5/17/2008 05:54,5/17/2008 05:54,5/17/2008 16:13,4700 Block of Goya Pkwy,Sacramento,95823,6719052.17517,1940146.21271,PC 246 Shoot At Inhabited Dwelling/Vehicle/Etc,
2008-0027074,Central,Florin Town,5/13/2008 02:00,5/13/2008 04:00,5/17/2008 16:14,Florin Mall Dr & Orange Ave,Sacramento,95823,6723651.99998,1940319.62518,PC 244 Assault With Caustic Chemical/Etc,
2008-0027070,Central,Vintage Park Churchill Downs,5/16/2008 16:00,5/17/2008 11:30,5/17/2008 16:29,7900 Block of Montevina Dr,Sacramento,95829,6745610.62531,1933123.37872,PC 459 Burglary,
2008-0027069,Northwest,North Highlands,5/17/2008 16:13,5/17/2008 18:00,5/17/2008 16:31,6600 Block of Watt Ave,North Highlands,,6737457.423,2013100.8154,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0027077,North,Carmichael Creek,5/17/2008 16:20,5/17/2008 16:40,5/17/2008 16:40,8700 Block of Fair Oaks Blvd,Carmichael,95608,0,0,PC 243.4(E)(1) Touch Person Intimately Against Will For Sexual Arousal/Etc,
2008-0026891,North Central,Fair Lake Village,5/16/2008 07:00,5/16/2008 07:30,5/17/2008 16:45,Fulton Ave & Hurley Way,Sacramento,95825,6732744.49995,1976787.50003,PC 459 Burglary,
2008-0027307,Northwest,Antelope,5/17/2008 16:50,5/17/2008 16:50,5/17/2008 16:50,7800 Block of Walerga Rd,Antelope,95843,6743482.5997,2021218.9179,PC 451(D) Arson:Property,
2008-0027073,North,Foothill Farms NE,5/17/2008 15:25,5/17/2008 16:12,5/17/2008 16:53,5000 Block of Madison Ave,Sacramento,95841,6747491.5389,2003521.0621,PC 488 Petty Theft,
2008-0027090,North,Lake Natoma,5/1/2004 00:01,5/17/2008 16:56,5/17/2008 16:56,9500 Block of Flintridge Way,Orangevale,95662,6790389.0239,2003378.5514,PC 530.5(A) Obtain Credit/Etc:Use Others Id,
2008-0027083,North Central,Arcade Square,5/17/2008 16:52,5/17/2008 16:52,5/17/2008 17:04,2900 Block of Marconi Ave,Sacramento,95821,6734410.6095,1987784.0189,PC 212.5(A) Robbery:First Degree:Cab/Etc/Inhabited Dwelling,
2008-0027081,Central,past Florin Partnership,5/17/2008 16:10,5/17/2008 16:20,5/17/2008 17:05,5600 Block of Florin Rd,Sacramento,95823,6721610.28809,1943211.1145,PC 459 Burglary,
2008-0027082,North Central,Wilhaggin,5/17/2008 16:45,5/17/2008 17:00,5/17/2008 17:08,Estates Dr & American River Dr,Sacramento,95864,6742355.99999,1971435.74937,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0027078,Rancho Cordova,Lincoln Village,5/17/2008 16:58,5/17/2008 17:24,5/17/2008 17:24,10000 Block of Lincoln Village Dr,Sacramento,95827,6756244.3069,1968031.3688,VC 10851(A) Take Vehicle Without Owner's  lic 4yhb081,
2008-0027079,Rancho Cordova,SPD,5/17/2008 16:50,5/17/2008 16:50,5/17/2008 17:30,La Riviera Dr & Watt Ave,Sacramento,95826,6738187.00005,1967859.8748,VC 10851(A) Take Vehicle Without Owner's Consent,
2008-0027042,,,5/16/2008 18:00,5/16/2008 18:45,5/17/2008 18:01,Donovan Dr,Carmichael,95608,0,0,PC 459 Burglary,
2008-0027085,North,Old Fair Oaks,5/17/2008 17:00,5/17/2008 18:00,5/17/2008 18:18,Bridge St & Grand Ave,Fair Oaks,95628,6770817.49941,1995648.24987,PC 459 Burglary,
2008-0027086,Central,Florin Town,5/17/2008 10:00,5/17/2008 17:00,5/17/2008 18:21,7600 Block of Darla Way,Sacramento,95828,6732414.27069,1936578.87433,PC 594(A) Vandalism,
2008-0027089,Rancho Cordova,Cordova Vineyards,5/17/2008 18:00,5/17/2008 19:00,5/17/2008 18:37,Folsom Blvd & Coloma Rd,Rancho Cordova,95670,6760871.99975,1977093.25004,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0027092,Central,past Florin Partnership,5/17/2008 01:30,5/17/2008 15:00,5/17/2008 18:49,6900 Block of 65th St,Sacramento,95823,6723317.1709,1945041.41809,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0027084,Northwest,Antelope,5/17/2008 11:00,5/17/2008 14:30,5/17/2008 19:16,8600 Block of Fobes Dr,Antelope,95843,6738239.665,2027371.7988,PC 459 Burglary,
2008-0027094,North Central,Howe/Arden,5/17/2008 20:00,5/17/2008 20:10,5/17/2008 20:30,1300 Block of Fulton Ave,Sacramento,95825,6732579.583,1976926.3637,PC 488 Petty Theft,
2008-0027097,Rancho Cordova,Cordova Gardens,5/17/2008 20:39,5/17/2008 20:39,5/17/2008 20:39,Malaga Way & Coloma Rd,Rancho Cordova,95670,6760697.49991,1977905.24979,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0027095,Northwest,North Highlands,5/17/2008 20:33,5/17/2008 20:33,5/17/2008 20:40,6000 Block of N Haven Dr,North Highlands,95660,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0027121,Rancho Cordova,Gold River,5/17/2008 19:44,5/17/2008 20:44,5/17/2008 20:44,2100 Block of Golden Centre Ln,Rancho Cordova,95670,6771848.73108,1990614.87109,PC 459 Burglary,
2008-0027016,North,Southeast Fair Oaks,5/17/2008 03:18,5/17/2008 05:40,5/17/2008 20:47,Vega Del Rio Dr & Green Oak Ct,Fair Oaks,95628,6785540.49975,1999303.12501,HS 11377 Unlawful Poss Of Dangerous Drug,
2008-0027101,North,Foothill Farms NE,5/17/2008 21:02,5/17/2008 21:10,5/17/2008 21:02,5400 Block of Auburn Blvd,Sacramento,95841,6750871.3299,2006227.643,PC 666 Petty Theft W/Prior Jail Term For Specific Offenses,
2008-0027098,Central,Franklin Boulevard,5/17/2008 21:00,5/17/2008 22:35,5/17/2008 21:27,Martin Luther King Jr & 47th Ave,Sacramento,,6714870.99926,1948128.62461,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0027100,North,Foothill Farms NE,5/17/2008 20:15,5/17/2008 20:44,5/17/2008 21:58,5000 Block of Madison Ave,Sacramento,95841,6747491.5389,2003521.0621,PC 488 Petty Theft,
2008-0027104,North Central,Arden Gardens,5/17/2008 21:43,5/17/2008 21:55,5/17/2008 22:10,1900 Block of Fulton Ave,Sacramento,95825,6732243.6991,1981188.7831,PC 488 Petty Theft,
2008-0027102,North,Mercy San Juan,5/17/2008 22:00,5/17/2008 22:05,5/17/2008 22:13,5800 Block of Manzanita Ave,Carmichael,95608,6753576.0378,2007121.5451,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0027105,North,Mercy San Juan,5/17/2008 22:15,5/17/2008 22:15,5/17/2008 22:15,5800 Block of Manzanita Ave,Carmichael,95608,6753576.0378,2007121.5451,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0027108,Northwest,Antelope,5/17/2008 22:15,1/1/0001 00:00,5/17/2008 22:15,5800 Block of Antelope Rd,Sacramento,95842,6752666.7044,2018990.8843,PC 488 Petty Theft,
2008-0027107,Rancho Cordova,Rosemont Park,5/17/2008 22:30,5/17/2008 23:15,5/17/2008 23:15,3700 Block of Scottsboro Dr,Sacramento,95826,6745547.0009,1962209.4325,PC 417(A)(2) Exhibit Firearm,
2008-0027109,Rancho Cordova,South White Rock,5/17/2008 23:58,5/17/2008 23:58,5/17/2008 23:58,3000 Block of Laurelhurst Dr,Rancho Cordova,95670,6761816.8798,1974726.3357,VC 10851(A) Take Vehicle Without Owner's Consent,
2008-0027112,Rancho Cordova,Prospect Park,5/18/2008 00:05,5/18/2008 00:36,5/18/2008 00:36,Folsom Blvd & Sunrise Blvd,Rancho Cordova,95742,6770452.00002,1983237.74976,VC 23152(A) Dui Alcohol/Drugs,
2008-0027115,Rancho Cordova,Cordova Gardens,5/18/2008 00:41,5/18/2008 00:41,5/18/2008 00:41,2400 Block of Moraine Cir,Rancho Cordova,95670,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0027114,North,American River,5/18/2008 00:10,5/18/2008 00:20,5/18/2008 01:00,4900 Block of Little Oak Ln,Sacramento,95841,6747891.3533,2001615.2646,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0027120,Northwest,North Highlands,5/18/2008 00:58,5/18/2008 01:06,5/18/2008 01:04,7400 Block of Larchmont Dr,North Highlands,95660,6738437.75885,2018102.91563,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0027122,North Central,Creekside,5/18/2008 01:00,5/18/2008 01:45,5/18/2008 02:00,3300 Block of Kentfield Dr,Sacramento,95821,6737257.7976,1985390.2767,PC 594(A) Vandalism,
2008-0027123,Central,Larchmont,5/17/2008 23:25,5/17/2008 23:30,5/18/2008 02:45,6700 Block of Sunnyslope Dr,Sacramento,95828,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0027124,Central,Fruitrdige Vista,5/18/2008 00:30,5/18/2008 02:15,5/18/2008 03:40,5600 Block of Mendocino Blvd,Sacramento,95824,6715505.29327,1953203.7887,PC 459 Burglary,
2008-0027130,Rancho Cordova,La Riviera East,5/18/2008 02:30,5/18/2008 03:00,5/18/2008 04:28,2500 Block of Stansberry Way,Sacramento,95826,6743431.9366,1968925.1222,PC 243(D) Battery With Serious Bodily Injury (Punishment),
2008-0027127,Rancho Cordova,Mather Airport,5/18/2008 03:39,5/18/2008 03:44,5/18/2008 05:00,4000 Block of Happy Ln,Sacramento,95827,6755770.17353,1961012.22369,PC 459 Burglary,
2008-0027132,North Central,Arden Terrace,5/17/2008 21:30,5/17/2008 21:30,5/18/2008 07:40,1800 Block of Morse Ave,Sacramento,95825,6735707.0861,1980655.6183,PC 459 Burglary,
2008-0026856,North Central,Arcade Square,5/16/2008 04:45,5/16/2008 04:55,5/18/2008 08:00,3400 Block of Edison Ave,Sacramento,95821,6737209.8639,1992868.7743,PC 240 Assault On Person,
2008-0027038,Northwest,Northwest Farmland,5/17/2008 00:00,5/17/2008 08:43,5/18/2008 08:43,1500 Block of W Elverta Rd,Sacramento,95836,6704760.43839,2022427.98508,PC 459 Burglary,
2008-0027136,Rancho Cordova,Cordova Vineyards,5/18/2008 10:15,5/18/2008 12:00,5/18/2008 10:30,Woodberry Way & Mills Park Dr,Rancho Cordova,95670,6762490.00014,1978482.9998,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0027135,North,American River,5/17/2008 21:45,5/18/2008 08:25,5/18/2008 10:35,4800 Block of Amber Ln,Sacramento,95841,6747000.4796,2002130.3512,PC 459 Burglary,
2008-0027144,Rancho Cordova,Cordova Lane,5/18/2008 11:30,5/18/2008 12:11,5/18/2008 12:11,10800 Block of Scotsman Way,Rancho Cordova,95670,6766649.8179,1981556.1276,VC 10851(A) Take Vehicle Without Owner's Consent//5vrt811,
2008-0027146,Rancho Cordova,Sunrise Industrial,5/1/2008 17:00,5/18/2008 12:49,5/18/2008 12:49,2400 Block of Mercantile Dr,Rancho Cordova,95742,6774515.28918,1985364.86493,PC 459 Burglary,
2008-0027157,North,Lincoln,5/18/2008 12:00,5/18/2008 13:47,5/18/2008 13:47,4200 Block of Hackberry Ln,Carmichael,95608,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0027151,Rancho Cordova,White Rock,5/18/2008 12:40,5/18/2008 13:00,5/18/2008 13:48,11000 Block of Olson Dr,Rancho Cordova,95670,6766843.8873,1980186.3633,PC 488 Petty Theft,
2008-0027152,North Central,Arden Oaks,5/18/2008 15:30,5/18/2008 15:47,5/18/2008 13:57,1700 Block of Watt Ave,Sacramento,95825,6738344.9735,1979890.366,PC 488 Petty Theft,
2008-0027147,North Central,Del Paso Manor,5/18/2008 12:00,5/18/2008 12:05,5/18/2008 14:00,3500 Block of Marconi Ave,Sacramento,95821,6738241.7796,1987090.2211,PC 488 Petty Theft,
2008-0027133,Northwest,Maric College,5/18/2008 09:30,5/18/2008 09:45,5/18/2008 14:21,3400 Block of Orange Grove Ave,North Highlands,95660,6737568.8118,1998096.7455,HS 11378 Possess Controlled Substance For Sale,
2008-0038431,North Central,Sierra Woodside,5/18/2008 14:45,5/18/2008 14:45,5/18/2008 14:45,500 Block of Pavilions Ln,Sacramento,95825,6730034.0509,1971779.8112,PC 487 Grand Theft,
2008-0027167,North,Sun River,5/18/2008 14:50,5/18/2008 16:00,5/18/2008 14:50,Sunrise Blvd & S Bridge St,Rancho Cordova,95670,6771009.49992,1992191.37486,PC 459 Burglary,
2008-0027156,Rancho Cordova,Walnut Wood,5/18/2008 15:42,5/18/2008 15:42,5/18/2008 15:42,2300 Block of Vehicle Dr,Rancho Cordova,95670,6769336.1379,1986106.275,VC 10851(A) Take Vehicle Without Owner's Consent//5svx610,
2008-0027161,Northwest,Foothill Farms NW,5/18/2008 15:34,5/18/2008 15:54,5/18/2008 15:47,4300 Block of Turnsworth Ct,Sacramento,95842,6743294.1629,2004311.9641,PC 487 Grand Theft,
2008-0027165,North,North Fair Oaks,5/16/2008 02:00,5/18/2008 16:27,5/18/2008 16:27,7900 Block of Ridgely Ct,Fair Oaks,95628,6769920.636,2003040.6526,PC 459 Burglary,
2008-0027163,North Central,Arden Gardens,5/18/2008 16:47,5/18/2008 17:13,5/18/2008 16:47,2000 Block of Howe Ave,Sacramento,95825,6729107.7286,1981699.8098,PC 488 Petty Theft,
2008-0027169,Central,Lemonhill,5/18/2008 16:47,5/18/2008 16:47,5/18/2008 16:47,44th St & Odea Dr,Sacramento,95824,6717479.5,1952797.37495,HS 11377(A) Possession Of Controlled Substance,
2008-0027140,North Central,Howe Park,5/18/2008 08:58,5/18/2008 12:34,5/18/2008 17:08,2300 Block of Cortez Ln,Sacramento,95825,6732201.0756,1983628.0779,PC 487 Grand Theft,
2008-0027174,North,East Fair Oaks,5/18/2008 16:55,5/18/2008 17:00,5/18/2008 17:21,9300 Block of Winding Oak Dr,Fair Oaks,95628,6787761.3115,2002024.9279,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0027166,North Central,Del Paso Manor,5/18/2008 15:30,5/18/2008 16:00,5/18/2008 17:23,Watt Ave & Marconi Ave,Sacramento,,6737942.9998,1987409.2498,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0027168,Rancho Cordova,White Rock,5/18/2008 16:29,5/18/2008 16:29,5/18/2008 17:33,Olson Dr & Zinfandel Dr,Rancho Cordova,95670,6765173.50017,1978818.50009,VC 23152(A) Dui Alcohol/Drugs,
2008-0027172,North,Carmichael Park,5/18/2008 17:35,5/18/2008 17:40,5/18/2008 17:40,Sutter Ave & Fair Oaks Blvd,Carmichael,95608,6753582.5001,1993152.37479,HS 11377(A) Possession Of Controlled Substance,
2008-0027181,,Walnut Wood,5/18/2008 18:00,5/18/2008 19:00,5/18/2008 18:20,10800 Block of Gadsten Way,Rancho Cordova,95670,6767054.5,1983713.75,PC 594(A)(1) Vandalism:Deface Property,
2008-0027180,North Central,Arden Park,5/18/2008 18:31,5/18/2008 19:16,5/18/2008 18:32,700 Block of Casmalia Way,Sacramento,95864,6739071.845,1972581.7764,PC 488 Petty Theft,
2008-0027182,Rancho Cordova,Walnut Wood,5/17/2008 22:00,5/18/2008 09:00,5/18/2008 19:02,10700 Block of Coloma Rd,Rancho Cordova,95670,6764793.1359,1985545.986,PC 459 Burglary,
2008-0027183,Northwest,Antelope,5/18/2008 19:25,5/18/2008 19:25,5/18/2008 19:44,4600 Block of Antelope Rd,Antelope,95843,6745424.7096,2019504.0956,PC 594(A) Vandalism,
2008-0027129,Northwest,Antelope,5/18/2008 03:06,5/18/2008 05:48,5/18/2008 19:48,4300 Block of Winje Dr,Antelope,95843,6744155.1943,2020512.4665,PC 594(A) Vandalism,
2008-0027184,Rancho Cordova,La Riviera East,5/18/2008 19:30,5/18/2008 19:49,5/18/2008 19:49,Rogue River Dr & Whitewater Way,Sacramento,95826,6744010.00012,1969494.49983,PC 242 Battery,
2008-0027186,North Central,Fair Lake Village,5/18/2008 20:30,5/18/2008 20:30,5/18/2008 20:30,Fulton Ave & Larkspur Ln,Sacramento,95825,6732752.49995,1975466.87487,PC 12021(C)(1) Convicted Person Possess/Own/Etc Firearm:Spec Priors,
2008-0027187,Rancho Cordova,Walnut Wood,5/18/2008 19:54,5/18/2008 21:03,5/18/2008 21:03,Coloma Rd & Vehicle Dr,Rancho Cordova,95670,6769151.50005,1987563.50004,VC 23152(A) Dui Alcohol/Drugs,
2008-0027195,Rancho Cordova,White Rock,5/18/2008 20:58,5/18/2008 20:58,5/18/2008 21:06,10600 Block of Olson Dr,Rancho Cordova,95670,6764954.6506,1978560.8828,PC 211 Robbery,
2008-0027194,North,Old Fair Oaks,5/18/2008 21:08,5/18/2008 21:50,5/18/2008 21:11,3800 Block of Bannister Rd,Fair Oaks,95628,6765190.8199,1993412.3796,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0027192,Central,Lemonhill,5/18/2008 21:15,5/18/2008 21:20,5/18/2008 21:34,5900 Block of Clover Manor Way,Sacramento,95824,6719907.09039,1951288.2533,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0027197,,,5/18/2008 19:30,5/18/2008 21:15,5/18/2008 21:40,Bannister Rd,Fair Oaks,95628,0,0,PC 594(A) Vandalism,
2008-0027099,North Central,Parkwoods,5/10/2008 07:00,5/18/2008 19:50,5/18/2008 22:00,3200 Block of Rebecca Way,Sacramento,95821,6743576.6721,1989649.5195,PC 459 Burglary,
2008-0027199,Central,Vintage Park Churchill Downs,5/18/2008 21:55,5/18/2008 22:00,5/18/2008 22:15,8000 Block of Elk Grove Florin Rd,Sacramento,95829,6741711.18073,1931608.51508,PC 211 Robbery,
2008-0027205,Rancho Cordova,White Rock,5/18/2008 20:00,5/18/2008 20:00,5/18/2008 22:25,Folsom Blvd & Village Ln,Rancho Cordova,95670,6763697.49992,1978901.4999,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0027206,Central,Larchmont,5/18/2008 22:52,5/18/2008 22:57,5/18/2008 22:52,Lewiston Way & Lindale Dr,Sacramento,95828,6725678.50007,1943994.12476,VC 2800.2(A) Evade Peace Officer With Wanton Disregard For Safety,
2008-0027208,,,5/18/2008 23:00,5/18/2008 23:10,5/18/2008 23:00,Unknown,Unknown,,,,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0027204,East,EGPD,5/18/2008 22:30,5/18/2008 22:30,5/18/2008 23:30,9500 Block of Crisswell Dr,Elk Grove,95624,6750556.94917593,1913533.35568646,SCO 9.28.010 COUNTY CODE-Viol Curfew - 2200 To Dawn (Minors),
2008-0027207,North Central,Cottage Park,5/18/2008 22:05,5/18/2008 23:55,5/18/2008 23:59,3400 Block of El Camino Ave,Sacramento,95821,6737612.5138,1983514.7049,PC 488 Petty Theft,
2008-0027211,Central,Florin Town,5/17/2008 12:30,5/18/2008 20:30,5/19/2008 00:00,8000 Block of Brightside Ct,Sacramento,95828,6734426.94067,1932184.40192,PC 459 Burglary,
2008-0027210,Northwest,Sacramento Airport,5/19/2008 00:01,5/19/2008 00:01,5/19/2008 00:01,6900 Block of Airport Blvd,Sacramento,95837,6678532.40776,2014617.33688,VC 23152(A) Dui Alcohol/Drugs,
2008-0027217,Northwest,Foothill Farms NW,5/18/2008 20:00,5/18/2008 20:30,5/19/2008 00:03,Hillsdale Blvd & Walerga Rd,Sacramento,95842,6745349.50016,2007336.74959,PC 243(D) Battery With Serious Bodily Injury (Punishment),
2008-0027213,North,American River,5/18/2008 23:30,5/18/2008 23:59,5/19/2008 00:10,Date Ave & Tyler St,Sacramento,95841,6745799.50003,2002541.37499,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0027214,South,South Franklin,5/19/2008 00:03,5/19/2008 00:06,5/19/2008 00:21,12500 Block of Bruceville Rd,Elk Grove,95757,6726770.04602,1873406.44269,PC 242 Battery,
2008-0027173,Central,Fletcher Farms,5/18/2008 16:58,5/18/2008 17:00,5/19/2008 01:50,8500 Block of Florin Rd,Sacramento,95828,6736761.29529,1942878.90509,PC 215(A) Carjacking,
2008-0027202,,,5/5/2008 08:00,5/17/2008 19:00,5/19/2008 03:00,Unknown,,,0,0,PC 273A(A) Willful Cruelty To Child/Gbi,
2008-0027225,Central,Fruitrdige Vista,5/19/2008 00:00,5/19/2008 01:00,5/19/2008 03:50,3700 Block of 46th Ave,Sacramento,95824,6714346,1948488.125,PC 459 Burglary,
2008-0027203,North,Lincoln,5/18/2008 18:27,5/19/2008 01:42,5/19/2008 03:56,4400 Block of Manzanita Ave,Carmichael,95608,6753650.30871,1997583.28516,PC 166(A)(4) Violation Of Court Order - Willful Disobedience,
2008-0027230,North,Lincoln,5/18/2008 18:00,5/19/2008 04:08,5/19/2008 04:21,4100 Block of Scranton Cir,Carmichael,95608,6753154.3947,1996115.3477,PC 459 Burglary,
2008-0027212,North,Del Campo,5/11/2008 07:00,5/12/2008 15:00,5/19/2008 05:26,Manzanita Avenue/Winding Way,Carmichael,,6753673.0002,1998915.37512,PC 288(A) Lewd Or Lascivious Acts W/Child Under 14 Years,
2008-0027424,Rancho Cordova,White Rock,5/19/2008 06:55,5/19/2008 11:15,5/19/2008 06:38,10800 Block of Olson Dr,Rancho Cordova,95670,6766259.29700729,1979100.71676864,PC 488 Petty Theft,
2008-0027241,North,American River,5/19/2008 06:25,5/19/2008 06:30,5/19/2008 06:50,4900 Block of Little Oak Ln,Sacramento,95841,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0027242,Rancho Cordova,Butterfield,5/19/2008 00:00,5/19/2008 06:20,5/19/2008 08:06,9700 Block of Folsom Blvd,Sacramento,95827,6751667.743,1971410.2854,PC 594(A) Vandalism,
2008-0027244,Central,Coffing,5/17/2008 15:00,5/19/2008 08:00,5/19/2008 08:30,Knox Rd & Florin Rd,Sacramento,95829,6757287.50004,1943331.12521,PC 459 Burglary,
2008-0027245,Northwest,Antelope,5/16/2008 13:30,5/19/2008 08:45,5/19/2008 08:45,8700 Block of Watt Ave,Antelope,95843,6734682.9737,2027542.4418,PC 626.10(A) Possess Weapon/Etc At School,
2008-0027246,Northwest,Northgate,5/17/2008 08:00,5/19/2008 08:00,5/19/2008 08:49,4000 Block of Vista Park Ct,Sacramento,95834,6707556.4866,1995736.8952,PC 459 Burglary,
2008-0027249,North Central,Arden Park,5/6/2008 19:00,5/6/2008 20:30,5/19/2008 09:00,500 Block of La Sierra Dr,Sacramento,95864,6738433.7568,1971849.4431,PC 459 Burglary,
2008-0027252,Rancho Cordova,Gold River,9/5/2007 12:00,5/17/2008 07:00,5/19/2008 09:12,1900 Block of Hazel Ave,Rancho Cordova,95670,6787001.40961,1994329.17328,PC 594(A) Vandalism,
2008-0027247,North,Five Points,4/17/2008 09:00,5/12/2008 12:00,5/19/2008 09:15,5700 Block of River Oak Way,Carmichael,95608,6752785.7088,1981601.7672,PC 488 Petty Theft,
2008-0027253,North,Old Fair Oaks,5/16/2008 18:30,5/16/2008 19:45,5/19/2008 09:15,Bridge St & Capitola Ave,Fair Oaks,95628,6770976.49999,1995206.49985,PC 459 Burglary,
2008-0027256,North Central,Howe/Arden,5/19/2008 09:11,5/19/2008 09:14,5/19/2008 09:15,1400 Block of Ethan Way,Sacramento,95825,6727705.3421,1977977.6102,PC 211 Robbery,
2008-0027258,North Central,Arden Manor,5/16/2008 03:05,5/16/2008 03:05,5/19/2008 09:15,3400 Block of Wemberley Dr,Sacramento,95864,6737357.6795,1975129.556,PC 530.5(A) Obtain Credit/Etc:Use Others Id,
2008-0027259,Northwest,Antelope,5/19/2008 09:04,5/19/2008 09:04,5/19/2008 09:15,8000 Block of Walerga Rd,Antelope,95843,6743031.93045447,2022436.21497647,PC 451(C) Arson:Structure/Forest Land,
2008-0027260,North Central,Del Paso Manor,5/16/2008 13:00,5/16/2008 16:00,5/19/2008 09:20,2600 Block of Watt Ave,Sacramento,95821,6738169.2429,1985870.3847,PC 488 Petty Theft,
2008-0027250,Central,Vintage Park Churchill Downs,5/18/2008 12:15,5/18/2008 13:45,5/19/2008 09:27,7600 Block of Bradshaw Rd,Sacramento,95829,6752067.02419,1937772.65,PC 459 Burglary,
2008-0027248,Rancho Cordova,Gold River,5/16/2008 18:00,5/19/2008 08:00,5/19/2008 09:30,11200 Block of Gold Country Blvd,Rancho Cordova,95670,6771546.67511,1991691.97913,PC 459 Burglary,
2008-0027257,Northwest,North Highlands,1/24/2007 01:00,5/9/2008 23:00,5/19/2008 09:30,6500 Block of Melrose Dr,North Highlands,95660,6740823.96456745,2012136.8408686,PC 487 Grand Theft,
2008-0027329,North Central,Mission Oaks,10/1/2007 08:00,5/16/2008 16:30,5/19/2008 09:30,3600 Block of Mission Ave,Carmichael,95608,6745665.2067,1992260.1624,HS 11368 Forge/Alter Narcotic Prescription,
2008-0027142,North,West Fair Oaks,5/18/2008 11:30,5/18/2008 12:00,5/19/2008 09:40,4700 Block of Solano Way,Fair Oaks,95628,6762836.369,1999101.4443,PC 243(D) Battery With Serious Bodily Injury (Punishment),
2008-0027262,North,Foothill Farms NE,5/19/2008 02:30,5/19/2008 09:00,5/19/2008 09:43,4800 Block of Mary Kate Dr,Sacramento,95841,6746606.5508,2005351.7858,PC 459 Burglary,
2008-0027277,North,Cypress,5/19/2008 10:00,5/19/2008 10:45,5/19/2008 10:00,5300 Block of Gibbons Dr,Carmichael,95608,6750126,1993882.25,PC 594(B)(1) Vandalism ($400 Or More),
2008-0027171,North,Lincoln,5/18/2008 14:41,5/18/2008 14:41,5/19/2008 10:12,Garfield Ave & Locust Ave,Carmichael,95608,6751104.00026,1996544.00001,HS 11357(B) Possess Marijuana 28.5 Grams Or Less,
2008-0027266,Central,Vintage Park Churchill Downs,5/17/2008 01:00,5/17/2008 14:00,5/19/2008 10:15,9200 Block of Deddington Way,Sacramento,95829,6746273.56799,1931142.96448,PC 488 Petty Theft,
2008-0027279,North,Central Orangevale,5/18/2008 13:30,5/18/2008 14:15,5/19/2008 10:15,6700 Block of Hazel Ave,Orangevale,95662,6782458.5394,2013653.0021,PC 459 Burglary,
2008-0027285,North,Foothill Farms NE,5/18/2008 23:00,5/19/2008 06:30,5/19/2008 10:15,5200 Block of Auburn Blvd,Sacramento,95841,6749310.4704,2004891.2653,PC 594(A) Vandalism,
