ActivityNumber,District,Neighborhood,OccurenceStartDate,OccurenceEndDate,ReportDate,OccurenceLocation,OccurenceCity,OccurenceZipCode,X_Coord,Y_Coord,PrimaryViolation,Injury
2008-0046915,Northwest,North Highlands,9/1/2008 00:00,9/1/2008 06:00,9/1/2008 06:30,6500 Block of Melrose Dr,North Highlands,95660,6740675.7344,2011936.7114,PC 594(A) Vandalism,
2008-0046909,Northwest,Foothill Farms NW,9/1/2008 07:30,9/1/2008 07:30,9/1/2008 08:30,5100 Block of Dream Ct,Sacramento,95842,6749562.3462,2015100.2482,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0046910,Northwest,Foothill Farms NW,9/1/2008 07:30,9/1/2008 07:30,9/1/2008 08:30,5100 Block of Dream Ct,Sacramento,95842,6749562.3462,2015100.2482,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0046911,Northwest,Foothill Farms NW,9/1/2008 07:30,9/1/2008 07:30,9/1/2008 08:30,5100 Block of Dream Ct,Sacramento,95842,6749562.3462,2015100.2482,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0046811,Northwest,North Highlands,8/31/2008 08:00,8/31/2008 11:30,9/1/2008 09:30,6200 Block of Channing Dr,North Highlands,95660,6740041.2084,2010126.188,PC 459 Burglary,
2008-0046914,Northwest,North Highlands,8/31/2008 19:00,9/1/2008 07:30,9/1/2008 09:30,3700 Block of Antelope Rd,Antelope,95660,6739156.175,2018550.057,PC 487 Grand Theft,
2008-0046692,Northwest,Antelope,8/30/2008 14:16,9/1/2008 10:30,9/1/2008 10:30,8500 Block of Twin Trails Dr,Antelope,95843,6743453.9549,2026442.1725,PC 273.6(D) Violate Court Order To Prevent Domestic Violence W/Prior,
2008-0046916,Central,Larchmont,8/30/2008 14:30,8/30/2008 15:00,9/1/2008 10:40,7900 Block of Florin Rd,Sacramento,95828,6730260.4173,1942748.02533,PC 488 Petty Theft,
2008-0046969,North Central,SPD,9/1/2008 10:46,9/1/2008 10:53,9/1/2008 10:53,Howe Ave & Marconi Ave,Sacramento,95821,6728726.99979,1987482.99981,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0046923,Rancho Cordova,Mather Business,8/1/2008 12:00,8/31/2008 08:00,9/1/2008 11:24,3200 Block of Mather Field Rd,Rancho Cordova,95827,6760055.5281,1972171.3534,PC 459 Burglary,
2008-0046925,Rancho Cordova,Cordova Vineyards,9/1/2008 11:15,9/1/2008 11:45,9/1/2008 12:00,10600 Block of Folsom Blvd,Rancho Cordova,95670,6764306.13813024,1979325.42713405,PC 488 Petty Theft,
2008-0046930,North Central,Howe Park,8/31/2008 02:30,8/31/2008 03:00,9/1/2008 12:31,2100 Block of Cortez Ln,Sacramento,95825,6731888.1786,1982791.2606,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0046928,Central,Florin Town,9/1/2008 08:00,9/1/2008 12:34,9/1/2008 12:38,8200 Block of Florintown Way,Sacramento,95828,6733406.90979,1941887.92932,PC 459 Burglary,
2008-0046927,North,Lincoln,9/1/2008 12:00,9/1/2008 12:00,9/1/2008 12:42,Manzanita Ave & Locust Ave,Carmichael,95608,6753631.50004,1996517.00021,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0046931,Central,Florin Town,8/29/2008 16:00,9/1/2008 12:00,9/1/2008 12:45,6400 Block of Orange Ave,Sacramento,95823,6725291.53839,1940684.36591,PC 459 Burglary,
2008-0046932,North Central,Howe/Edison,9/1/2008 12:47,9/1/2008 13:30,9/1/2008 12:47,Edison Ave & Bell St,Sacramento,95821,6730035.99998,1989425.50017,HS 11377(A) Possession Of Controlled Substance,
2008-0046921,North Central,Arden Manor,8/30/2008 13:30,9/1/2008 10:30,9/1/2008 13:22,2600 Block of Arden Way,Sacramento,95825,6733078.9561,1979310.4361,PC 459 Burglary,
2008-0046934,Northwest,North Highlands,9/1/2008 01:03,9/1/2008 01:03,9/1/2008 13:40,5800 Block of Santa Fe Way,North Highlands,95660,6741914.8995,2007757.884,PC 451(C) Arson:Structure/Forest Land,
2008-0046938,South,South Franklin,9/1/2008 14:45,9/1/2008 14:45,9/1/2008 16:00,12500 Block of Bruceville Rd,Elk Grove,95757,6726770.04602,1873406.44269,PC 4573.6 Possess Controlled Substance In Prison/Jail/Etc,
2008-0046918,North,Central Orangevale,9/1/2008 10:11,9/1/2008 10:11,9/1/2008 16:39,9300 Block of Greenback Ln,Orangevale,95662,6788149.2667,2009880.9236,PC 488 Petty Theft,
2008-0046941,North,Carmichael Park,8/25/2008 01:30,9/1/2008 13:00,9/1/2008 16:51,5600 Block of Marconi Ave,Carmichael,95608,6751984.3178,1987028.7394,PC 459 Burglary,
2008-0046940,Northwest,Maric College,9/1/2008 16:40,9/1/2008 16:45,9/1/2008 16:52,4000 Block of Renick Way,North Highlands,95660,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0046943,North,American River,9/1/2008 17:00,9/1/2008 17:00,9/1/2008 17:00,Auburn Blvd & College Oak Dr,Carmichael,95608,6747122.00013,2001946.37519,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0046944,Central,Florin Town,8/15/2008 15:00,9/1/2008 17:05,9/1/2008 17:25,8400 Block of Sierra Sunset Dr,Sacramento,95828,6735694.65863,1933926.12927,PC 459 Burglary,
2008-0046948,Rancho Cordova,Rosemont Downs,9/1/2008 17:00,9/1/2008 17:51,9/1/2008 17:51,3900 Block of Kangaroo Ct,Sacramento,95826,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0046500,Rancho Cordova,Cordova Vineyards,9/1/2008 18:00,9/1/2008 18:00,9/1/2008 18:00,Malaga Way & E Croetto Way,Rancho Cordova,95670,6761403.49979,1978471.37484,HS 11377(A) Possession Of Controlled Substance,
2008-0046949,North,Mercy San Juan,9/1/2008 18:00,9/1/2008 18:00,9/1/2008 18:12,5800 Block of Auburn Blvd,Sacramento,95841,6752758.3714,2007203.4116,PC 211 Robbery,
2008-0032732,Northwest,Foothill Farms NW,9/1/2008 16:00,9/1/2008 16:01,9/1/2008 18:18,4100 Block of Palm Ave,Sacramento,95842,6742760.0553,2006322.624,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0046501,Rancho Cordova,Cordova Meadows,9/1/2008 18:40,9/1/2008 18:54,9/1/2008 18:55,2600 Block of El Parque Cir,Rancho Cordova,95670,6756915.3625,1975820.8467,PC 273A(B) Child Endangerment/Willful Cruelty to Child,
2008-0046502,Northwest,Maric College,9/1/2008 19:31,9/1/2008 19:31,9/1/2008 19:31,Madison Ave & Hillsdale Blvd,Sacramento,95842,6743163.00006,2003198.49986,HS 11350 Poss Narcotic Cntl Sub,
2008-0046950,North Central,Cottage Park,9/1/2008 19:04,9/1/2008 19:04,9/1/2008 19:54,3400 Block of El Camino Ave,Sacramento,95821,6737612.5138,1983514.7049,PC 666 Petty Theft W/Prior Jail Term For Specific Offenses,
2008-0046953,Rancho Cordova,White Rock,9/1/2008 20:06,9/1/2008 20:06,9/1/2008 20:06,Mather Field Rd & Croydon Way,Rancho Cordova,95670,6758935.99975,1974798.12505,HS 11377(A) Possession Of Controlled Substance,
2008-0046952,North,North Fair Oaks,4/3/2008 22:00,8/31/2008 10:57,9/1/2008 20:10,7700 Block of Juan Way,Fair Oaks,95628,6767480.4961,2004225.6482,PC 653M Harassment By Telephone,
2008-0046951,Northwest,North Highlands,9/1/2008 19:31,9/1/2008 19:33,9/1/2008 20:15,3400 Block of Freedom Park Dr,North Highlands,95660,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0046955,East,EGPD,9/1/2008 20:29,9/1/2008 22:30,9/1/2008 20:37,Quesnel Cir,Elk Grove,95758,6730764.29748324,1913875.66555171,HS 11357(B) Possess Marijuana 28.5 Grams Or Less,
2008-0046954,Rancho Cordova,White Rock,9/1/2008 21:00,9/1/2008 23:00,9/1/2008 20:54,10200 Block of Mills Station Rd,Rancho Cordova,95670,6759448.1638,1975356.2076,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0046956,Central,Fruitridge/Pocket,9/1/2008 20:50,9/1/2008 20:50,9/1/2008 21:08,49th St & Parker Ave,Sacramento,95820,6719356.99991,1957198.12503,PC 211 Robbery,
2008-0046282,Northwest,Foothill Farms NW,8/28/2008 10:00,8/28/2008 10:45,9/1/2008 21:18,7500 Block of Saint Bede Way,Sacramento,95842,6749891.2585,2018511.2438,PC 487(D)(2) GRAND THEFT: FIREARM,
2008-0046959,Central,Lemonhill,9/1/2008 21:40,9/1/2008 21:42,9/1/2008 21:44,5200 Block of Thurman Way,Sacramento,95824,6720772.26923,1951806.0813,PC 211 Robbery,
2008-0046957,Central,Franklin Boulevard,8/31/2008 22:00,8/31/2008 23:00,9/1/2008 22:05,4100 Block of 49th Ave,Sacramento,95823,0,0,PC 647.6(A) Annoy/Etc Child Under 18,
2008-0046962,Rancho Cordova,Cordova Vineyards,9/1/2008 22:20,9/1/2008 22:20,9/1/2008 22:20,Croetto Way & Woodberry Way,Rancho Cordova,95670,6761915.49979,1978493.62483,PC 12031(A)(2)(F) Carry Concealed/Loaded F/Arm:Not Reg Owner,
2008-0046961,Rancho Cordova,Lincoln Village,9/1/2008 21:40,9/1/2008 22:00,9/1/2008 22:23,3500 Block of Bradshaw Rd,Sacramento,95827,6751903.8834,1965839.5115,PC 459 Burglary,
2008-0046963,Rancho Cordova,Mills Ranch,9/1/2008 21:30,9/1/2008 21:30,9/1/2008 22:23,Coloma Rd & Benita Dr,Rancho Cordova,95670,6765005.50069,1986117.25005,PC 211 Robbery,
2008-0046965,South,Galt,9/1/2008 22:00,9/1/2008 22:27,9/1/2008 22:27,9600 Block of Robson Rd,Galt,95632,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0046964,Central,Countryside Central,9/1/2008 22:00,9/1/2008 22:00,9/1/2008 22:39,8400 Block of Pastori Way,Sacramento,95828,6734977.0332,1928115.80768,PC 211 Robbery,
2008-0046967,Rancho Cordova,South White Rock,9/1/2008 01:00,9/1/2008 03:00,9/1/2008 23:10,10400 Block of El Mercado Dr,Rancho Cordova,95670,6762240.81994,1971843.48997,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0046971,North Central,Sierra Woodside,9/1/2008 22:30,9/1/2008 22:50,9/1/2008 23:12,2500 Block of Fair Oaks Blvd,Sacramento,95825,6732684.95012,1971510.04483,PC 459 Burglary,
2008-0046968,Central,Florin Town,8/29/2008 18:00,8/29/2008 18:01,9/1/2008 23:30,7500 Block of Power Inn Rd,Sacramento,95828,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0046973,Rancho Cordova,Walnut Wood,9/1/2008 21:35,9/1/2008 21:45,9/1/2008 23:39,2300 Block of Sunrise Blvd,Rancho Cordova,95670,6770169.9455,1987538.7386,PC 459 Burglary,
2008-0046980,North Central,Howe Park,9/2/2008 00:04,9/2/2008 01:39,9/2/2008 00:04,2200 Block of El Camino Ave,Sacramento,95821,6728976.5555,1984486.4958,PC 496D(A) Poss Stolen Veh/Ves/Etc,
2008-0046987,North,Foothill Farms NE,9/2/2008 00:01,9/2/2008 00:35,9/2/2008 00:14,5100 Block of Cherokee Way,Sacramento,95841,6749120.6947,2006347.7469,PC 273.6 Violation Of Protection Order,
2008-0046982,North Central,Garden of Gods,8/29/2008 06:30,9/1/2008 22:50,9/2/2008 00:23,4300 Block of Morpheus Ln,Sacramento,95864,6744315.0696,1981043.9631,PC 459 Burglary,
2008-0046986,Central,Florin Town,8/29/2008 10:30,9/2/2008 00:00,9/2/2008 00:35,8200 Block of Winkler Way,Sacramento,95828,6733369.35468,1933124.67889,PC 459 Burglary,
2008-0046983,North Central,Howe/Edison,8/31/2008 14:00,9/1/2008 22:00,9/2/2008 00:50,2700 Block of Lerwick Rd,Sacramento,95821,6733837.8761,1991664.7213,PC 459 Burglary,
2008-0047007,North,Pershing,9/2/2008 01:00,9/2/2008 01:30,9/2/2008 01:30,8600 Block of Greenback Ln,Orangevale,95662,6779930.856,2009727.842,HS 11351 Possess/Purchase For Sale Narcotic/Controlled Substance,
2008-0047012,North Central,Howe/Arden,9/2/2008 01:56,9/2/2008 02:03,9/2/2008 02:05,1500 Block of Howe Ave,Sacramento,95825,6729037.5023,1978981.6906,PC 459 Burglary (business),
2008-0047017,Northwest,Maric College,9/2/2008 00:10,9/2/2008 03:00,9/2/2008 02:44,Roseville Rd & Madison Ave,North Highlands,95660,6738675.70815,2003177.04655,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0047030,North Central,Bellview,9/2/2008 03:15,9/2/2008 04:00,9/2/2008 03:36,2600 Block of Howe Ave,Sacramento,95821,6728552.5868,1985751.5151,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0047039,Rancho Cordova,South White Rock,9/2/2008 03:50,9/2/2008 03:52,9/2/2008 03:50,10400 Block of El Mercado Dr,Rancho Cordova,95670,6761694.5824,1971672.516,PC 496D(A) Poss Stolen Veh/Ves/Etc,
2008-0046974,Northwest,Foothill Farms NW,7/11/2008 22:30,7/11/2008 23:00,9/2/2008 04:50,6000 Block of Ogden Nash Way,Sacramento,95842,6746278.9965,2010787.8176,PC 602 Trespassing,
2008-0047015,Northwest,North Highlands,9/2/2008 00:00,9/2/2008 01:55,9/2/2008 05:00,4000 Block of Bruce Way,North Highlands,95660,6742218.6106,2009763.0901,PC 459 Burglary,
2008-0047038,Rancho Cordova,Walnut Wood,9/2/2008 03:45,9/2/2008 03:45,9/2/2008 05:10,2300 Block of Sunrise Blvd,Rancho Cordova,95670,6770415.1835,1986919.376,PC 242 Battery,
2008-0047068,Rancho Cordova,Mather Business,9/1/2008 22:00,9/2/2008 06:00,9/2/2008 06:50,3700 Block of Schriever Ave,Mather,95655,6761343.2844,1970802.9113,PC 594(A) Vandalism,
2008-0047075,Rancho Cordova,South White Rock,9/1/2008 23:20,9/2/2008 06:25,9/2/2008 07:20,3400 Block of Dixieland Way,Rancho Cordova,95670,6763719.0399,1973509.105,PC 487 Grand Theft,
2008-0046334,North,Cypress,8/28/2008 02:25,8/28/2008 02:33,9/2/2008 07:35,Cypress Ave & Rochdale Dr,Carmichael,95608,0,0,PC 647.6 Annoy/Molest Children -18,
2008-0047080,Northwest,North Highlands,9/1/2008 19:00,9/2/2008 07:20,9/2/2008 08:04,5600 Block of Canary Dr,North Highlands,95660,6739192.4592,2006148.7045,PC 488 Petty Theft,
2008-0047086,North Central,Arden Manor,8/31/2008 18:31,8/31/2008 18:31,9/2/2008 08:35,3200 Block of Windsor Dr,Sacramento,95864,6736651.4944,1976042.5245,PC 594(B)(1) Vandalism ($400 Or More),
2008-0047082,North,Mercy San Juan,8/18/2008 10:00,9/2/2008 08:30,9/2/2008 08:52,6000 Block of Hilltop Dr,Carmichael,95608,6754883.4897,2007244.2157,PC 459 Burglary,
2008-0047099,North,West Fair Oaks,9/1/2008 15:00,9/2/2008 08:00,9/2/2008 09:00,6800 Block of Kermit Ln,Fair Oaks,95628,6760393.9979,2006547.8399,PC 459 Burglary,
2008-0047101,Central,Fruitridge/Pocket,9/1/2008 22:30,9/2/2008 08:40,9/2/2008 09:00,4600 Block of 47th St,Sacramento,95820,6718538.86853,1956357.35571,PC 594(B)(2)(A) Vandalism Less Than $400,
2008-0047090,Central,Fruitridge/Pocket,8/24/2008 15:00,8/31/2008 13:00,9/2/2008 09:03,4500 Block of 45th St,Sacramento,95820,6717775.27209,1956939.52692,PC 488 Petty Theft,
2008-0047753,North Central,Fair Lake Village,8/29/2008 17:00,8/29/2008 20:30,9/2/2008 09:05,900 Block of Howe Ave,Sacramento,95825,6728797.69036,1974638.50097,PC 594(A) Vandalism,
2008-0047137,North Central,Fair Lake Village,8/29/2008 19:00,8/29/2008 19:01,9/2/2008 09:07,2000 Block of Hurley Way,Sacramento,95825,6728141.4064,1976668.6446,PC 459 Burglary,
2008-0047093,Northwest,Antelope,8/31/2008 23:00,9/1/2008 07:30,9/2/2008 09:10,3900 Block of Sitting Bull Way,Antelope,95843,6740755.5526,2019162.5701,PC 459 Burglary,
2008-0047116,North,East Fair Oaks,9/1/2008 22:00,9/2/2008 05:00,9/2/2008 09:10,5300 Block of Lincoln Villa Way,Fair Oaks,95628,6779501.197,2004072.722,PC 459 Burglary,
2008-0047089,Northwest,McClellan Park,9/2/2008 09:12,9/2/2008 09:12,9/2/2008 09:12,5500 Block of Dudley Blvd,Mcclellan,95652,6736559.93445,2005742.47546,PC 488 Petty Theft- lic 5PLY977,
2008-0047091,Northwest,Rio Linda,8/29/2008 01:00,8/30/2008 12:00,9/2/2008 09:13,7400 Block of 28th St,North Highlands,95660,6732169.3811,2017988.4401,PC 459 Burglary,
2008-0047094,North Central,Arcade Village,8/31/2008 12:00,9/1/2008 05:30,9/2/2008 09:15,3100 Block of Delwood Way,Sacramento,95821,6741513.342,1988942.8729,PC 487(A) Grand Theft:Money/Labor/Property Over $400,
2008-0047097,North,Foothill Farms NE,9/1/2008 22:30,9/2/2008 12:30,9/2/2008 09:15,6200 Block of Garfield Ave,Sacramento,95841,6751426.3736,2010381.3986,PC 459 Burglary,
2008-0047095,Northwest,Foothill Farms NW,8/25/2008 20:00,8/25/2008 20:00,9/2/2008 09:20,3900 Block of Madison Ave,North Highlands,95660,6741009.5093,2003452.4514,PC 487(A) Grand Theft:Money/Labor/Property Over $400,
2008-0047114,Rancho Cordova,White Rock,9/2/2008 07:45,9/2/2008 07:55,9/2/2008 09:20,Evadna Dr & White Rock Rd,Rancho Cordova,95670,6761506.49985,1975870.87513,PC 211 Robbery,
2008-0047081,North Central,Wilhaggin,9/2/2008 01:30,9/2/2008 07:00,9/2/2008 09:22,300 Block of Parkfair Dr,Sacramento,95864,6738583.16535,1971472.8846,PC 459 Burglary,
2008-0047100,North,North Fair Oaks,8/31/2008 23:15,9/2/2008 09:28,9/2/2008 09:28,8100 Block of Sun Tree Ln,Fair Oaks,95628,6772923.65354,2009138.27058,PC 594(A)(2) Vandalism:Damage Property,
2008-0047109,North,Rural Orangevale,9/2/2008 07:20,9/2/2008 07:20,9/2/2008 09:28,Filbert Ave & Oak Ave,Fair Oaks,95628,6785565.42749,2017772.9864,PC 314.1 Indecent Exposure,
2008-0047111,North,Southeast Fair Oaks,8/30/2008 20:00,8/30/2008 21:30,9/2/2008 09:45,4300 Block of Hazel Ave,Fair Oaks,95628,6782719.72998,1997572.25311,PC 459 Burglary,
2008-0047103,Rancho Cordova,Sunrise Industrial,8/29/2008 17:00,9/2/2008 06:30,9/2/2008 09:50,11300 Block of Sunrise Park Dr,Rancho Cordova,95742,6773722.88269,1978750.8761,PC 594(A) Vandalism,
2008-0047106,Northwest,Antelope,9/1/2008 19:15,9/1/2008 19:20,9/2/2008 09:50,3100 Block of Greycrest Ct,Antelope,95843,6735760.8806,2022586.0983,PC 594(A)(2) Vandalism:Damage Property,
2008-0047107,North Central,Hillcrest,8/31/2008 20:30,9/1/2008 09:30,9/2/2008 09:50,3800 Block of Becerra Way,Sacramento,95821,6740469.9951,1993673.1885,PC 459 Burglary,
2008-0047108,Northwest,Antelope,8/31/2008 22:00,9/1/2008 09:00,9/2/2008 09:50,3900 Block of Big Cloud Way,Antelope,95843,6741198.4577,2020259.6685,PC 459 Burglary,
2008-0047119,North,Central Orangevale,8/27/2008 00:01,8/30/2008 23:59,9/2/2008 09:50,6400 Block of Hickory Ave,Orangevale,95662,6780183.0194,2011707.0164,PC 470(A) Forgery,
2008-0047088,North,West Fair Oaks,8/26/2008 13:00,8/29/2008 09:30,9/2/2008 09:51,5700 Block of Dewey Dr,Fair Oaks,95628,6758947.9266,2006415.7979,PC 459 Burglary,
2008-0047096,Northwest,Arden Manor,8/31/2008 14:30,8/31/2008 18:30,9/2/2008 09:52,1400 Block of Watt Ave & 80,North Highlands,95660,6737894.2031,1978187.7604,PC 487 Grand Theft,
2008-0047110,Central,Florin Town,2/6/2006 12:00,3/23/2007 12:00,9/2/2008 09:54,6800 Block of Klingon Ct,Sacramento,95823,6721796.27802,1945083.8175,PC 530.5(B) Using Another Person'S Identifying Info,
2008-0047102,North,Lake Natoma,8/30/2008 12:00,8/31/2008 10:01,9/2/2008 09:59,9600 Block of Snowberry Way,Orangevale,95662,6791466.8957,2007641.6585,PC 594(B)(1) Vandalism ($400 Or More),
2008-0047117,Rancho Cordova,Gold River,9/2/2008 06:00,9/2/2008 09:00,9/2/2008 10:00,12000 Block of Foundation Pl,Rancho Cordova,95670,6782464.40979,1991185.18268,PC 459 Burglary (VEHICLE),
2008-0047122,Central,Florin Town,8/29/2008 20:00,8/30/2008 10:00,9/2/2008 10:00,8200 Block of Winkler Way,Sacramento,95828,6733434.06952,1933128.75848,PC 459 Burglary,
2008-0047112,North Central,Arden Terrace,8/30/2008 11:59,8/31/2008 14:30,9/2/2008 10:05,3400 Block of Ardendale Ln,Sacramento,95825,6737735.71476092,1981553.89059412,PC 487(A) Grand Theft:Money/Labor/Property Over $400,
2008-0047127,North Central,Del Paso Manor,9/1/2008 00:00,9/1/2008 11:00,9/2/2008 10:10,1900 Block of Maryal Dr,Sacramento,95864,6739431.5178,1982495.9914,PC 594(B)(1) Vandalism ($400 Or More),
2008-0047145,Northwest,Antelope,9/2/2008 10:10,9/2/2008 10:10,9/2/2008 10:10,Walerga Rd & Elverta Rd,Antelope,95843,6743004.99993,2022237.7498,PC 148(A)(1) Obstruct/Resist/Etc Public/Peace Officer/Emergency Med Tech,
2008-0047125,North,Southeast Fair Oaks,8/30/2008 10:00,8/31/2008 07:00,9/2/2008 10:12,8800 Block of Winding Way,Fair Oaks,95628,6782023.73859,1997697.52728,PC 459 Burglary,
2008-0047121,North Central,Fair Lake Village,8/29/2008 18:00,9/2/2008 08:30,9/2/2008 10:15,2000 Block of Hurley Way,Sacramento,95825,6728744.25797,1976820.22393,PC 488 Petty Theft,
2008-0047149,North,East Fair Oaks,8/14/2008 00:01,8/17/2008 23:59,9/2/2008 10:20,5600 Block of Memory Ln,Fair Oaks,95628,6779579.5429,2005771.2396,PC 459 Burglary,
2008-0047129,North Central,Howe/Arden,8/31/2008 20:00,9/1/2008 16:30,9/2/2008 10:22,1300 Block of Oak Terrace Ct,Sacramento,95825,6731878.3098,1976917.5035,PC 487 Grand Theft,
2008-0047124,Rancho Cordova,Mather Business,9/1/2008 22:00,9/2/2008 06:00,9/2/2008 10:28,3700 Block of Schriever Ave,Mather,95655,6761343.2844,1970802.9113,PC 594(A) Vandalism,
2008-0047132,North,Carmichael Park,9/1/2008 00:01,9/2/2008 10:00,9/2/2008 10:30,4700 Block of Marconi Ave,Carmichael,95608,6746063.398,1986996.2057,PC 594(A) Vandalism,
2008-0047134,South,Herald,8/31/2008 03:00,8/31/2008 08:30,9/2/2008 10:30,13000 Block of Simmerhorn Rd,Galt,95632,6796948.65179,1861486.16449,PC 594(A) Vandalism,
2008-0047135,Rancho Cordova,Mills Ranch,7/31/2008 00:01,8/25/2008 23:59,9/2/2008 10:30,2000 Block of Kellogg Way,Rancho Cordova,95670,6766074.1771,1987655.3184,PC 475 Poss Of Forged Item/Check,
2008-0047131,Northwest,Antelope,8/31/2008 15:00,8/31/2008 16:45,9/2/2008 10:42,7900 Block of Watt Ave,Antelope,95843,6734647.8576,2021992.5081,PC 488 Petty Theft,
2008-0047139,North Central,Arden Terrace,8/31/2008 13:30,8/31/2008 14:00,9/2/2008 10:45,2900 Block of Cottage Way,Sacramento,95825,6735246.23988,1982108.30275,PC 488 Petty Theft,
2008-0047261,North Central,Fair Lake Village,8/31/2008 13:30,8/31/2008 14:35,9/2/2008 10:45,1000 Block of Howe Ave,Sacramento,95825,6729031.0931,1974984.875,PC 459 Burglary,
2008-0047136,South,Wilton,8/30/2008 16:00,8/31/2008 07:30,9/2/2008 10:47,9900 Block of Tavernor Rd,Wilton,95693,6786054.32092,1907465.39673,PC 594(A) Vandalism,
2008-0047141,North,North Fair Oaks,7/1/2008 00:01,7/31/2008 23:59,9/2/2008 10:50,8100 Block of Greenback Ln,Fair Oaks,95628,6772405.3945,2009930.0009,PC 487 Grand Theft,
2008-0047140,South,South Delta,8/29/2008 12:00,8/31/2008 10:00,9/2/2008 10:52,18800 Block of 160,Rio Vista,94571,6637641.18934383,1785982.98483885,PC 459 Burglary,
2008-0047085,Northwest,Foothill Farms NW,9/2/2008 08:17,9/2/2008 08:25,9/2/2008 11:00,6000 Block of Springhaven Cir,Sacramento,95842,6744620.3974,2009152.6434,PC 459 Burglary,
2008-0047143,South,Herald,9/1/2008 11:00,9/1/2008 12:00,9/2/2008 11:00,12000 Block of Twin Cities Rd,Galt,95638,6782310.25558636,1873081.32823942,PC 487 Grand Theft,
2008-0047147,North,Pershing,9/1/2008 09:15,9/1/2008 10:40,9/2/2008 11:15,8600 Block of Greenback Ln,Orangevale,95662,6779704.9683,2009511.4356,PC 459 Burglary,
