ActivityNumber,District,Neighborhood,OccurenceStartDate,OccurenceEndDate,ReportDate,OccurenceLocation,OccurenceCity,OccurenceZipCode,X_Coord,Y_Coord,PrimaryViolation,Injury
2008-0000102,Central,Florin Town,12/31/2007 14:30,1/1/2008 14:15,1/1/2008 16:30,6800 Block of Burdett Way,SACRAMENTO,95823,6722564.16992,1945747.60712,PC 594(B)(1) Vandalism ($400 Or More),
2008-0000103,North,Five Points,12/31/2007 20:15,1/1/2008 09:30,1/1/2008 16:35,2200 Block of Marie Way,Carmichael,95608,6746765.9266,1982952.3744,PC 459 Burglary,
2008-0000120,Rancho Cordova,Lincoln Village,1/1/2008 17:00,1/1/2008 17:10,1/1/2008 16:58,10000 Block of Nebula Way,Sacramento,95827,6756139.7314,1968307.6834,HS 11359 Possess Marijuana For Sale,
2008-0000107,Rancho Cordova,Rosemont Downs,1/1/2008 16:50,1/1/2008 17:00,1/1/2008 17:00,3600 Block of S Port Dr,Sacramento,95826,6743980.1044,1960984.573,VC 23152(A) Dui Alcohol/Drugs,
2008-0000110,Northwest,Antelope,1/1/2008 02:00,1/1/2008 02:00,1/1/2008 17:40,5800 Block of Stroud Ct,Antelope,95843,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0000108,Central,Lemonhill,1/1/2008 17:45,1/1/2008 18:00,1/1/2008 18:00,4700 Block of Stockton Blvd,Sacramento,95820,6720000.07898,1956194.20367,HS 11364 Possess Controlled Substance Paraphernalia,
2009-0000098,Rancho Cordova,Sunridge,12/29/2008 12:00,12/29/2008 14:00,1/1/2008 18:00,3900 Block of Aristotle Cir,Rancho Cordova,95742,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0000114,Rancho Cordova,Cordova Vineyards,1/1/2008 18:12,1/1/2008 18:12,1/1/2008 18:12,2700 Block of Woodberry Way,Rancho Cordova,95670,6761980.7599,1978229.3022,HS 11357(A) Possess Concentrated Cannabis,
2008-0000113,North,Old Fair Oaks,1/1/2008 17:30,1/1/2008 17:45,1/1/2008 18:30,4200 Block of Earnscliff Ave,Fair Oaks,95628,6772540.6145,1996818.31073,PC 597(A) Cruelty To Animals:Maim/Mutilate/Torture,
2008-0000112,North Central,Arden Gardens,1/1/2008 18:30,1/1/2008 18:40,1/1/2008 18:50,1900 Block of Fulton Ave,Sacramento,95825,6732243.6991,1981188.7831,PC 488 Petty Theft,
2008-0000117,North Central,Arcade Square,1/1/2008 19:18,1/1/2008 19:18,1/1/2008 19:18,2700 Block of Marconi Ave,Sacramento,95821,6733612.2166,1987713.2688,PC 12101(A)(1) Minor Illegally Possess Concealed Weapon With Prior,
2008-0000122,Rancho Cordova,Cordova Vineyards,1/1/2008 19:15,1/1/2008 19:47,1/1/2008 20:22,10600 Block of Folsom Blvd,Rancho Cordova,95670,6764234.6199,1979625.2984,PC 488 Petty Theft,
2008-0000119,North Central,Arcade Square,1/1/2008 21:16,1/1/2008 21:29,1/1/2008 21:28,2800 Block of Tioga Way,SACRAMENTO,95821,6734116.9497,1988208.3729,HS 11550 Under Influence Cntl Sub,
2008-0000123,Rancho Cordova,Butterfield,1/1/2008 20:06,1/1/2008 22:00,1/1/2008 22:18,Appalachian Dr & Hyannis Way,Sacramento,95827,6751407.99975,1971999.87506,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0000124,North Central,Arcade Square,1/1/2007 19:00,1/1/2007 21:00,1/1/2008 22:21,3200 Block of Fulton Ave,Sacramento,95821,6732680.36153,1989681.83842,PC 459 Burglary,
2008-0000106,Rancho Cordova,Prospect Park,1/1/2008 00:15,1/1/2008 00:45,1/1/2008 23:05,10700 Block of Gold Center Dr,Rancho Cordova,95670,6765729.486,1977235.1649,PC 594(A) Vandalism,
2008-0000109,Rancho Cordova,Gold River,12/29/2007 14:00,1/1/2008 16:15,1/1/2008 23:20,2200 Block of Cloud Creek Ct,Rancho Cordova,95670,6779457.42358,1989614.43188,PC 459 Burglary,
2008-0000125,North,Carmichael Park,1/1/2008 23:34,1/1/2008 23:39,1/1/2008 23:39,Walnut Ave & Kenneth Ave,Carmichael,95608,6748525.50016,1986000.12493,PC 242 Battery,
2008-0000098,Central,Fletcher Farms,12/31/2007 20:00,1/1/2008 13:00,1/1/2008 23:49,8400 Block of Florin Rd,SACRAMENTO,95828,6735915.43292,1942732.54572,PC 459 Burglary,
2008-0000375,North Central,Arden Gardens,2/2/2007 00:00,4/2/2007 00:00,1/2/2008 00:00,2000 Block of Woodstock Way,Sacramento,95825,6730508.7234,1981883.5359,PC 484G Thft:Use Access Card Data,
2009-0000258,North,Mercy San Juan,1/2/2008 00:00,1/2/2008 00:00,1/2/2008 00:00,5800 Block of Garfield Ave,Sacramento,95841,6751035.45479,2007574.38009,PC 459 Burglary (residential),
2008-0000328,Northwest,Antelope,1/1/2006 00:01,1/2/2008 01:30,1/2/2008 01:30,7600 Block of Tartan Dr,Antelope,95843,6734524.3203,2019416.3214,PC 530.5(B) Using Another Person'S Identifying Info,
2008-0000184,North,Mercy San Juan,1/1/2008 21:00,1/2/2008 04:21,1/2/2008 04:30,6300 Block of Garfield Ave,Sacramento,95841,0,0,PC 422.6(B) Damage/Etc Property To Violate Civil Rights,
2008-0000270,South,South Franklin,1/2/2008 06:04,1/2/2008 06:07,1/2/2008 06:05,12500 Block of Bruceville Rd,Elk Grove,95757,6726770.04602,1873406.44269,PC 242 Battery,
2008-0000238,Rancho Cordova,Rosemont Downs,1/1/2008 14:00,1/2/2008 05:45,1/2/2008 07:00,9100 Block of Plumgrove Way,Sacramento,95826,6745361.6259,1959706.4575,PC 487 Grand Theft,
2008-0000230,Rancho Cordova,South White Rock,1/2/2008 07:21,1/2/2008 07:21,1/2/2008 07:21,3200 Block of Chettenham Dr,Rancho Cordova,95670,6761492.8847,1973327.7248,VC 10851(A) Take Vehicle Without Owner's Consent,
2008-0000232,,,1/2/2008 06:10,1/2/2008 06:12,1/2/2008 07:21,Unknown,Unknown,,,,PC 459 Burglary,
2008-0000237,Rancho Cordova,Murieta Hills,1/1/2008 23:30,1/2/2008 07:00,1/2/2008 07:55,7500 Block of Colbert Dr,Sloughhouse,95683,6827548.31952,1939938.93732,PC 459 Burglary,
2008-0000239,Central,Lemonhill,1/2/2008 08:30,1/2/2008 08:45,1/2/2008 08:30,5800 Block of Stockton Blvd,SACRAMENTO,95824,6721374.3548,1952296.80811,PC 3056 Violation Parole,
2008-0000240,Central,Franklin Boulevard,12/31/2007 21:00,1/2/2008 08:00,1/2/2008 08:30,3200 Block of 47th Ave,County,95824,6712724.56342,1947757.92853,PC 459 Burglary,
2008-0000241,North Central,Creekside,12/31/2007 18:00,1/2/2008 07:15,1/2/2008 08:41,2800 Block of Fulton Ave,SACRAMENTO,95821,6733101.2468,1986431.6592,PC 459 Burglary-Business,
2008-0000242,North,Woodmore Oaks,1/1/2008 12:00,1/2/2008 05:00,1/2/2008 09:00,6400 Block of Bay Hill Way,Orangevale,95662,6775438.483,2011360.1801,PC 459 Burglary,
2008-0000244,North Central,Arden Park Vista,12/16/2007 18:00,12/19/2007 13:00,1/2/2008 09:00,4500 Block of Surita St,Sacramento,95864,6745196.1214,1978605.9309,PC 459 Burglary,
2008-0000243,North,Foothill Farms NE,1/1/2008 18:00,1/2/2008 09:00,1/2/2008 09:07,5300 Block of Walnut Ave,Sacramento,95841,6748017.9434,2004344.2569,PC 459 Burglary,
2008-0000245,Northwest,North Highlands,12/31/2007 17:00,1/2/2008 07:00,1/2/2008 09:10,4300 Block of Don Julio Blvd,County,95660,6743927.0437,2013549.9967,PC 594(A) Vandalism,
2008-0000246,Rancho Cordova,South White Rock,1/2/2008 05:15,1/2/2008 05:30,1/2/2008 09:15,10400 Block of Reymouth Ave,Rancho Cordova,95670,6761185.4411,1973121.2792,PC 459 Vehicle Burglary,
2008-0000247,North,Carmichael Creek,12/30/2007 23:00,12/31/2007 08:00,1/2/2008 09:25,6400 Block of Meadow Hill Ct,Carmichael,95608,6756521.2918,1989736.6385,PC 459 Burglary,
2008-0000248,Rancho Cordova,Butterfield,12/31/2007 11:00,1/2/2008 08:30,1/2/2008 09:30,9600 Block of Folsom Blvd,Sacramento,95827,6750709.5691,1970769.7626,PC 459 Burglary,
2008-0000251,North,Five Points,12/31/2007 15:00,1/2/2008 09:00,1/2/2008 09:30,1200 Block of Beard Way,Carmichael,95608,6750474.1696,1976462.7536,PC 459 Burglary,
2008-0000250,Northwest,Rio Linda,1/1/2008 22:00,1/2/2008 05:30,1/2/2008 09:45,6500 Block of 2nd St,County,95673,6715292.6198,2012581.7443,PC 459 Burglary,
2008-0000279,North,Carmichael Park,9/1/2007 00:00,1/2/2008 09:49,1/2/2008 09:49,3400 Block of Walnut Ave,Carmichael,95608,6748151.1442,1990702.4072,PC 368(D) Theft Of Elder/Dependent Adult (Under $400),
2008-0000253,North,Lake Natoma,1/1/2008 20:00,1/2/2008 08:00,1/2/2008 09:55,9500 Block of Winterbrook Way,Orangevale,95662,6790369.6304,2003502.3236,PC 488 Petty Theft,
2008-0000254,Rancho Cordova,Cordova Meadows,12/29/2007 14:00,1/1/2008 14:30,1/2/2008 09:55,2400 Block of La Loma Dr,Rancho Cordova,95670,6757855.707,1978320.4359,PC 487 Grand Theft,
2008-0000256,North Central,Arden Gardens,12/19/2007 16:20,12/19/2007 16:30,1/2/2008 10:00,2100 Block of Alta Arden Expy,Sacramento,95825,6728299.6065,1979762.5065,PC 459 Burglary,
2008-0000257,Central,Coffing,12/29/2007 22:00,12/30/2007 09:00,1/2/2008 10:00,10200 Block of Maginnes Ct,County,95829,6759510.09381,1933941.65491,PC 594(B)(2)(A) Vandalism Less Than $400,
2008-0000258,North,American River,12/26/2007 22:00,12/27/2007 01:00,1/2/2008 10:00,4700 Block of Old Kent Ln,Sacramento,95841,6746526.8435,1998063.7146,PC 594(B)(1) Vandalism ($400 Or More),
2008-0000260,Central,Florin Town,12/29/2007 15:00,12/29/2007 15:30,1/2/2008 10:00,6400 Block of Lang Ave,County,95823,6717708.35529,1947809.54449,PC 594(B)(2)(A) Vandalism Less Than $400,
2008-0000263,North Central,Sierra Woodside,12/21/2007 16:00,1/2/2008 08:15,1/2/2008 10:00,Northrop Ave & Bell St,Sacramento,95825,6730132.99992,1974173.74975,PC 459 Burglary,
2008-0000259,North,Foothill Farms NE,12/13/2007 17:00,1/2/2008 06:45,1/2/2008 10:05,5400 Block of Auburn Blvd,Sacramento,95841,6750772.8237,2006117.1483,PC 594(A) Vandalism,
2008-0000261,Rancho Cordova,La Riviera East,12/29/2007 00:00,12/31/2007 18:10,1/2/2008 10:10,8900 Block of Salmon Falls Dr,Sacramento,95826,6740801.8186,1966882.5239,PC 470(A) Forgery,
2008-0000262,Central,Tamarindo,12/31/2007 21:00,1/1/2008 08:00,1/2/2008 10:10,8800 Block of Tiogawoods Dr,County,95829,6740816.96082,1936002.19153,PC 594(B)(1) Vandalism ($400 Or More),
2008-0000289,North Central,Howe Park,1/1/2008 21:00,1/2/2008 08:30,1/2/2008 10:28,2500 Block of Cottage Way,Sacramento,95825,6732404.658,1982321.1066,PC 459 Burglary,
2008-0000264,Central,Florin Town,12/31/2007 17:00,12/31/2007 17:30,1/2/2008 10:30,8100 Block of Hemingway Dr,SACRAMENTO,95828,6732120.02808,1935726.22729,PC 459 Burglary (Residence),
2008-0000265,Rancho Cordova,Cordova Vineyards,10/30/2007 10:00,11/19/2007 12:30,1/2/2008 10:30,10600 Block of Lambrusca Dr,Rancho Cordova,95670,6762927.6076,1982805.6039,PC 530.5(A) Obtain Credit/Etc:Use Others Id,
2008-0000280,Rancho Cordova,Sunrise Industrial,12/26/2007 18:00,1/2/2008 08:00,1/2/2008 10:30,11300 Block of Folsom Blvd,Rancho Cordova,95742,6774816.43233,1986043.91872,PC 459 Burglary,
2008-0000268,Rancho Cordova,White Rock,1/2/2008 09:57,1/2/2008 10:37,1/2/2008 10:37,10500 Block of Mills Tower Dr,Rancho Cordova,95670,6762414.793,1977609.0408,VC 10851(A) Take Vehicle Without Owner's Consent,
2008-0000286,North,East Fair Oaks,1/1/2008 15:00,1/1/2008 17:00,1/2/2008 10:40,4900 Block of St. Thomas Dr,Fair Oaks,95628,6779250.8251,2001689.045,PC 488 Petty Theft,
2008-0000275,North,Carmichael Park,11/23/2006 00:00,1/1/2008 00:00,1/2/2008 10:41,5000 Block of Robertson Ave,Carmichael,95608,6747912.6913,1988750.513,PC 488 Petty Theft,
2008-0000274,Rancho Cordova,Cordova Meadows,12/21/2007 22:30,1/2/2008 10:00,1/2/2008 10:45,2700 Block of Tierra Grande Cir,Sacramento,95827,6755816.6906,1974998.9454,PC 488 Petty Theft,
2008-0000277,Central,Coffing,12/30/2007 01:00,12/30/2007 07:30,1/2/2008 10:50,8200 Block of Daisy Hill Dr,County,95829,6759638.58649,1932892.97192,PC 594(B)(1) Vandalism ($400 Or More),
2008-0000281,North Central,Del Paso Manor,12/30/2007 14:30,12/30/2007 17:00,1/2/2008 10:55,2300 Block of Butano Dr,Sacramento,95825,6738397.9653,1983246.1836,PC 459 Burglary,
2008-0000276,Northwest,Foothill Farms NW,12/29/2007 15:00,12/30/2007 10:00,1/2/2008 11:00,7200 Block of Pepperwood Knoll Ln,Sacramento,95842,6745415.31809,2016456.20586,PC 459 Burglary,
2008-0000282,North,Carmichael Park,12/30/2007 22:00,12/31/2007 09:00,1/2/2008 11:00,5000 Block of Robertson Ave,Carmichael,95608,6747912.6913,1988750.513,PC 488 Petty Theft,
2008-0000290,North Central,Arden Terrace,12/19/2007 22:30,12/19/2007 23:45,1/2/2008 11:00,2000 Block of Morse Ave,Sacramento,95825,6734691.9171,1981145.7462,PC 459 Burglary,
2008-0000295,North,Pershing,12/21/2007 00:00,12/31/2007 00:00,1/2/2008 11:00,6000 Block of Garden Towne Way,Orangevale,95662,6787696.9679,2008863.6667,PC 530.5(A) Obtain Credit/Etc:Use Others Id,
2007-0073200,Rancho Cordova,White Rock,12/31/2007 04:30,12/31/2007 10:30,1/2/2008 11:10,2900 Block of Calle Del Sol Way,Rancho Cordova,95670,6763964.873,1977316.1068,PC 459 Burglary,
2008-0000278,Northwest,Rio Linda,12/30/2007 22:30,1/2/2008 10:00,1/2/2008 11:10,Elkhorn Blvd & Don Julio Blvd,Sacramento,95842,6716988.7441,2011158.0164,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0000288,Northwest,North Highlands,1/1/2008 15:00,1/1/2008 15:05,1/2/2008 11:15,4000 Block of Republic Ct,North Highlands,95660,6741420.0754,2016118.2295,PC 488 Petty Theft,
2008-0000292,South,Herald,12/28/2007 00:00,12/28/2007 10:00,1/2/2008 11:15,13600 Block of Beskeen Rd,Herald,95638,6804660.33337,1880385.49847,PC 594(A) Vandalism,
2008-0000308,Northwest,Foothill Farms NW,1/2/2008 11:25,1/2/2008 11:28,1/2/2008 11:29,4400 Block of Elkhorn Blvd,Sacramento,95842,6744078.1986,2015798.6878,PC 488 Petty Theft,
2008-0000287,Central,Larchmont,1/1/2008 02:00,1/1/2008 09:00,1/2/2008 11:30,7400 Block of Florinda Way,County,95828,6729627.6861,1939848.73633,PC 488 Petty Theft,
2008-0000293,North,Lincoln,12/29/2007 10:30,12/30/2007 13:45,1/2/2008 11:30,4400 Block of Manzanita Ave,Carmichael,95608,6753759.6307,1997665.4876,PC 594(A) Vandalism,
2008-0000313,North Central,Arcade Square,12/12/2007 15:00,12/12/2007 15:00,1/2/2008 11:30,2600 Block of Ball Way,Sacramento,95821,6733148.0119,1990578.7919,PC 594(B)(2)(A) Vandalism Less Than $400,
2008-0000296,North,Foothill Farms NE,12/30/2007 18:30,12/31/2007 08:30,1/2/2008 11:36,5400 Block of Kohler Rd,Sacramento,95841,6748814.27362111,2004635.0934716,PC 459 Burglary,
2008-0000291,Northwest,Antelope,12/24/2007 21:00,12/25/2007 08:00,1/2/2008 11:40,8500 Block of Twin Trails Dr,Antelope,95843,6743557.2231,2025957.8247,PC 459 Burglary,
2008-0000294,Central,Larchmont,1/2/2008 03:30,1/2/2008 03:35,1/2/2008 11:40,6700 Block of Chandler Dr,County,95828,6727611.37097,1944520.4845,PC 594(B)(2)(A) Vandalism Less Than $400,
2008-0000073,North,Foothill Farms NE,1/1/2008 07:00,1/1/2008 07:00,1/2/2008 11:43,5400 Block of Palm Ave,SACRAMENTO,95841,6750344.84968,2005785.88404,PC 273A(B) Child Endangerment/Willful Cruelty to Child,
